Star spectrum at 1 AU. Created using PrepareStellarSpectrum() 
      WAVELENGTH        IRRADIANCE
          (m)               (W/m3)
*BEGIN_DATA
      7.3773365e-08      2.2087760e+04
      1.2020678e-07      5.8146006e+04
      1.3175403e-07      9.6656296e+03
      1.4754781e-07      1.4109351e+04
      1.8538765e-07      4.0373235e+04
      3.2217066e-07      4.5446505e+04
      5.0199873e-07      3.6586905e+04
      5.7605250e-07      3.1731143e+04
      5.8167750e-07      3.2274758e+04
      5.8730250e-07      1.0409508e+04
      5.9292750e-07      1.3218439e+04
      5.9855250e-07      2.3943867e+04
      6.0417750e-07      4.3050506e+04
      6.0980250e-07      7.0576436e+04
      6.1542750e-07      6.0315740e+04
      6.2105250e-07      1.9755706e+04
      6.2667750e-07      2.6959353e+04
      6.3230250e-07      5.2422960e+04
      6.3792750e-07      6.3568751e+04
      6.4355250e-07      1.0491484e+05
      6.4917750e-07      1.0750560e+05
      6.5480250e-07      1.2952496e+05
      6.6042750e-07      1.0880659e+05
      6.6605250e-07      7.2358291e+04
      6.7167750e-07      5.5970212e+04
      6.7730250e-07      6.2413890e+04
      6.8292750e-07      8.3582058e+04
      6.8855250e-07      9.9650117e+04
      6.9417750e-07      1.5161926e+05
      6.9901696e-07      2.3362018e+05
      7.0216996e-07      3.0317969e+05
      7.0442100e-07      4.3609993e+05
      7.0667100e-07      1.1777571e+05
      7.0892100e-07      1.1499497e+05
      7.1117100e-07      1.0336849e+05
      7.1342100e-07      6.6120540e+04
      7.1567100e-07      7.9791228e+04
      7.1792100e-07      1.0412425e+05
      7.2017100e-07      1.1521024e+05
      7.2242100e-07      1.4084247e+05
      7.2467100e-07      2.1831463e+05
      7.2692100e-07      2.9995958e+05
      7.2917100e-07      3.7554019e+05
      7.3142100e-07      5.3773393e+05
      7.3367100e-07      6.8459143e+05
      7.3592100e-07      7.1873339e+05
      7.3817100e-07      8.1380966e+05
      7.4042100e-07      8.4431532e+05
      7.4267100e-07      8.2191093e+05
      7.4492100e-07      8.3254630e+05
      7.4717100e-07      8.5946085e+05
      7.4942100e-07      8.8171843e+05
      7.5167100e-07      9.3933754e+05
      7.5392100e-07      9.6177583e+05
      7.5617100e-07      9.9554771e+05
      7.5842100e-07      8.4964142e+05
      7.6067100e-07      5.4326894e+05
      7.6292100e-07      4.2417380e+05
      7.6517100e-07      1.5951364e+05
      7.6742100e-07      6.6408744e+04
      7.6967100e-07      7.9009172e+04
      7.7192100e-07      1.9058833e+05
      7.7417100e-07      3.4574940e+05
      7.7642100e-07      3.6078285e+05
      7.7867100e-07      4.0824975e+05
      7.8092100e-07      5.0197134e+05
      7.8317100e-07      5.0878644e+05
      7.8542100e-07      5.7250804e+05
      7.8767100e-07      6.0349165e+05
      7.8992100e-07      6.7572410e+05
      7.9217100e-07      5.7547359e+05
      7.9442100e-07      6.0294040e+05
      7.9667100e-07      7.5577695e+05
      7.9892100e-07      7.2127477e+05
      8.0117100e-07      8.7029252e+05
      8.0342100e-07      1.0485253e+06
      8.0567100e-07      1.2415498e+06
      8.0792100e-07      1.3909920e+06
      8.1017100e-07      1.6266769e+06
      8.1242100e-07      1.7816838e+06
      8.1467100e-07      1.9519530e+06
      8.1692100e-07      1.7779756e+06
      8.1917100e-07      8.4016317e+05
      8.2142100e-07      1.3655696e+06
      8.2367100e-07      1.7087231e+06
      8.2592100e-07      1.7645094e+06
      8.2817100e-07      1.6383906e+06
      8.3042100e-07      1.4791630e+06
      8.3267100e-07      1.5396989e+06
